Gene: TRAK2; ID:  66008
Gene: RBM28; ID:  55131
Gene: CLPB; ID:  81570
Gene: UTP4; ID:  84916
Gene: DNAJA3; ID:  9093
Gene: RCN1; ID:  5954
Gene: ATAD2; ID:  29028
Gene: GEMIN4; ID:  50628
Gene: GCN1; ID:  10985
Gene: WDR74; ID:  54663
Gene: HSD17B12; ID:  51144
Gene: RB1; ID:  5925
Gene: AKAP8L; ID:  26993
Gene: PRPF6; ID:  24148
Gene: SON; ID:  6651
Gene: BAZ1B; ID:  9031
Gene: DDX20; ID:  11218
Gene: MLF2; ID:  8079
Gene: AGPS; ID:  8540
Gene: SYNE2; ID:  23224
Gene: STAG1; ID:  10274
Gene: TTC27; ID:  55622
Gene: MYCBP2; ID:  23077
Gene: MAIP1; ID:  79568
Gene: DNAJB6; ID:  10049
Gene: NUP133; ID:  55746
Gene: CPT1A; ID:  1374
Gene: MTMR3; ID:  8897
Gene: RSRC1; ID:  51319
Gene: AMD1; ID:  262
Gene: ADD3; ID:  120
Gene: C16orf62; ID:  57020
Gene: CLUH; ID:  23277
Gene: OSBPL3; ID:  26031
Gene: CLIP4; ID:  79745
Gene: PPP1R7; ID:  5510
Gene: PRKD3; ID:  23683
Gene: SIX1; ID:  6495
Gene: TMEM260; ID:  54916
Gene: TNNI1; ID:  7135
Gene: ERMP1; ID:  79956
Gene: C4orf3; ID:  401152
Gene: GABRE; ID:  2564
Gene: CA14; ID:  23632
Gene: GPM6A; ID:  2823
Gene: MCOLN3; ID:  55283
Gene: ZACN; ID:  353174
Gene: GPR52; ID:  9293
Gene: HTR3A; ID:  3359
Gene: SCNN1D; ID:  6339
Gene: UPK1A; ID:  11045
Gene: GPR21; ID:  2844
Gene: VIPR2; ID:  7434
Gene: TNFRSF10A; ID:  8797
Gene: LDB3; ID:  11155
Gene: RAC3; ID:  5881
Gene: SYT13; ID:  57586
Gene: RAB30; ID:  27314
Gene: CHML; ID:  1122
Gene: DPH1; ID:  1801
Gene: RABGGTA; ID:  5875
Gene: LLGL2; ID:  3993
Gene: TRAPPC4; ID:  51399
Gene: TRAPPC9; ID:  83696
Gene: UHRF1BP1; ID:  54887
Gene: VPS13C; ID:  54832
Gene: D2HGDH; ID:  728294
Gene: TRAPPC10; ID:  7109
Gene: XPNPEP1; ID:  7511
Gene: USP4; ID:  7375
Gene: F8A2; ID:  474383
Gene: COG4; ID:  25839
Gene: IL36RN; ID:  26525
Gene: MCM6; ID:  4175
Gene: RRAS; ID:  6237
Gene: SRSF8; ID:  10929
Gene: CHMP4C; ID:  92421
Gene: CHMP4A; ID:  29082
Gene: CC2D1A; ID:  54862
Gene: IGHA1; ID:  3493
Gene: USP8; ID:  9101
Gene: USP54; ID:  159195
Gene: CHMP7; ID:  91782
Gene: GLI2; ID:  2736
Gene: GLI3; ID:  2737
Gene: ZNF219; ID:  51222
Gene: RNF19A; ID:  25897
Gene: STK36; ID:  27148
Gene: MID1IP1; ID:  58526
Gene: ZNF446; ID:  55663
Gene: ZNF764; ID:  92595
Gene: PEX26; ID:  55670
Gene: GLIS3; ID:  169792
Gene: RCN3; ID:  57333
Gene: LGALS3; ID:  3958
Gene: HDX; ID:  139324
Gene: FAM90A1; ID:  55138
Gene: FBXL17; ID:  64839
Gene: ALDH1B1; ID:  219
Gene: LIPT1; ID:  51601
Gene: LDLRAD4; ID:  753
Gene: NXPH3; ID:  11248
Gene: TTLL3; ID:  26140
Gene: EDEM1; ID:  9695
Gene: OVOL1; ID:  5017
Gene: LOXL3; ID:  84695
Gene: ZNF785; ID:  146540
Gene: BMP4; ID:  652
Gene: BFSP2; ID:  8419
Gene: UBE3D; ID:  90025
Gene: ZFC3H1; ID:  196441
Gene: PCK2; ID:  5106
Gene: LRRC36; ID:  55282
Gene: GATC; ID:  283459
Gene: NUP107; ID:  57122
Gene: NCAPD2; ID:  9918
Gene: GRSF1; ID:  2926
Gene: FAHD1; ID:  81889
Gene: PPA2; ID:  27068
Gene: HMGCL; ID:  3155
Gene: LTN1; ID:  26046
Gene: FASTKD3; ID:  79072
Gene: TBRG4; ID:  9238
Gene: SERPINA12; ID:  145264
Gene: ATP5D; ID:  513
Gene: TMED2; ID:  10959
Gene: CHMP6; ID:  79643
Gene: TTC19; ID:  54902
Gene: CHMP5; ID:  51510
Gene: CHMP3; ID:  51652
Gene: CDK13; ID:  8621
Gene: TALDO1; ID:  6888
Gene: EFHD2; ID:  79180
Gene: DCK; ID:  1633
Gene: RANBP1; ID:  5902
Gene: IDH1; ID:  3417
Gene: ADSS; ID:  159
Gene: CHRAC1; ID:  54108
Gene: TNPO3; ID:  23534
Gene: NFYA; ID:  4800
Gene: CDCA3; ID:  83461
Gene: ARL6IP6; ID:  151188
Gene: VAX2; ID:  25806
Gene: AGGF1; ID:  55109
Gene: TNFSF12; ID:  8742
Gene: ZC4H2; ID:  55906
Gene: SCGN; ID:  10590
Gene: RFWD2; ID:  64326
Gene: TRPM1; ID:  4308
Gene: DOCK11; ID:  139818
Gene: GCHFR; ID:  2644
Gene: ARHGAP22; ID:  58504
Gene: DENR; ID:  8562
Gene: C10orf88; ID:  80007
Gene: SLC7A11; ID:  23657
Gene: BAAT; ID:  570
Gene: SLC3A2; ID:  6520
Gene: ZNF266; ID:  10781
Gene: SPRY2; ID:  10253
Gene: KRTAP5-9; ID:  3846
Gene: SH3BP4; ID:  23677
Gene: PASK; ID:  23178
Gene: DLK1; ID:  8788
Gene: SLC16A6; ID:  9120
Gene: ZNF331; ID:  55422
Gene: PLTP; ID:  5360
Gene: ATP1B4; ID:  23439
Gene: NCEH1; ID:  57552
Gene: ZNF846; ID:  162993
Gene: EXOSC10; ID:  5394
Gene: DPCD; ID:  25911
Gene: FDFT1; ID:  2222
Gene: RIOK3; ID:  8780
Gene: DNASE2; ID:  1777
Gene: BCAS1; ID:  8537
Gene: CCDC87; ID:  55231
Gene: DDX42; ID:  11325
Gene: RFC4; ID:  5984
Gene: SRCAP; ID:  10847
Gene: ZNHIT2; ID:  741
Gene: C12orf45; ID:  121053
Gene: CNOT9; ID:  9125
Gene: DNM2; ID:  1785
Gene: NFRKB; ID:  4798
Gene: TFPT; ID:  29844
Gene: INO80E; ID:  283899
Gene: PCBP3; ID:  54039
Gene: ACTR8; ID:  93973
Gene: PMS2; ID:  5395
Gene: NFKB2; ID:  4791
Gene: ZNHIT1; ID:  10467
Gene: INO80B; ID:  83444
Gene: GATS; ID:  352954
Gene: INO80D; ID:  54891
Gene: PLSCR4; ID:  57088
Gene: INO80; ID:  54617
Gene: TNFRSF14; ID:  8764
Gene: AGO3; ID:  192669
Gene: MCM7; ID:  4176
Gene: SENP6; ID:  26054
Gene: CTNNBIP1; ID:  56998
Gene: SENP1; ID:  29843
Gene: INO80C; ID:  125476
Gene: FBL; ID:  2091
Gene: NTPCR; ID:  84284
Gene: UBXN6; ID:  80700
Gene: SMARCA5; ID:  8467
Gene: METTL21B; ID:  25895
Gene: PLA2G4A; ID:  5321
Gene: PPP6R2; ID:  9701
Gene: LIMK2; ID:  3985
Gene: RDM1; ID:  201299
Gene: PPP1R3A; ID:  5506
Gene: CCDC103; ID:  388389
Gene: POLR1A; ID:  25885
Gene: IPO4; ID:  79711
Gene: DYNC2H1; ID:  79659
Gene: ARHGAP1; ID:  392
Gene: CRY1; ID:  1407
Gene: TMOD2; ID:  29767
Gene: CFDP1; ID:  10428
Gene: CORO1B; ID:  57175
Gene: ZNF462; ID:  58499
Gene: ACTL6B; ID:  51412
Gene: CRTAC1; ID:  55118
Gene: KCTD15; ID:  79047
Gene: CAMKK1; ID:  84254
Gene: DNAAF1; ID:  123872
Gene: XPNPEP3; ID:  63929
Gene: ANKMY2; ID:  57037
Gene: CASP7; ID:  840
Gene: METAP2; ID:  10988
Gene: TARBP2; ID:  6895
Gene: PRKRIP1; ID:  79706
Gene: PRKRA; ID:  8575
Gene: JAK1; ID:  3716
Gene: ELF2; ID:  1998
Gene: DBNL; ID:  28988
Gene: HIST2H2AC; ID:  8338
Gene: CCDC124; ID:  115098
Gene: GNL3; ID:  26354
Gene: FARSA; ID:  2193
Gene: IFRD1; ID:  3475
Gene: DHX58; ID:  79132
Gene: GTPBP4; ID:  23560
Gene: ZNF346; ID:  23567
Gene: TOLLIP; ID:  54472
Gene: STAU2; ID:  27067
Gene: HNRNPCL1; ID:  343069
Gene: EXOSC5; ID:  56915
Gene: SHROOM3; ID:  57619
Gene: HIST1H1D; ID:  3007
Gene: IL7R; ID:  3575
Gene: LLPH; ID:  84298
Gene: VRK1; ID:  7443
Gene: DDX18; ID:  8886
Gene: CYP1A1; ID:  1543
Gene: CDCA5; ID:  113130
Gene: ELMSAN1; ID:  91748
Gene: SCARB2; ID:  950
Gene: MACROD1; ID:  28992
Gene: IQCF1; ID:  132141
Gene: GPX7; ID:  2882
Gene: PSPH; ID:  5723
Gene: TLN1; ID:  7094
Gene: HABP4; ID:  22927
Gene: LSM14A; ID:  26065
Gene: PRKAR2A; ID:  5576
Gene: CNOT3; ID:  4849
Gene: RBMY1F; ID:  159163
Gene: RBMY1A1; ID:  5940
Gene: ZFAND6; ID:  54469
Gene: ORC1; ID:  4998
Gene: NARS; ID:  4677
Gene: RC3H1; ID:  149041
Gene: COPRS; ID:  55352
Gene: DUSP23; ID:  54935
Gene: RIOK1; ID:  83732
Gene: PTRHD1; ID:  391356
Gene: C6orf89; ID:  221477
Gene: YY2; ID:  404281
Gene: TWIST1; ID:  7291
Gene: LMO7; ID:  4008
Gene: GET4; ID:  51608
Gene: EMC3; ID:  55831
Gene: KMT2D; ID:  8085
Gene: LRRC59; ID:  55379
Gene: EMC2; ID:  9694
Gene: KLK7; ID:  5650
Gene: RPN2; ID:  6185
Gene: SURF4; ID:  6836
Gene: HM13; ID:  81502
Gene: TMED9; ID:  54732
Gene: RAB35; ID:  11021
Gene: TMEM201; ID:  199953
Gene: EMC1; ID:  23065
Gene: PCYOX1; ID:  51449
Gene: CPA4; ID:  51200
Gene: TUBA8; ID:  51807
Gene: CLPTM1; ID:  1209
Gene: EMD; ID:  2010
Gene: STK17B; ID:  9262
Gene: SLC17A2; ID:  10246
Gene: SEMA4C; ID:  54910
Gene: GIPC1; ID:  10755
Gene: NCDN; ID:  23154
Gene: SPACA1; ID:  81833
Gene: TMEM30A; ID:  55754
Gene: RCHY1; ID:  25898
Gene: VSIG4; ID:  11326
Gene: ATP1B3; ID:  483
Gene: TNFSF8; ID:  944
Gene: BMP2; ID:  650
Gene: BMP7; ID:  655
Gene: ENG; ID:  2022
Gene: FNTA; ID:  2339
Gene: INHBA; ID:  3624
Gene: INHBB; ID:  3625
Gene: IGSF1; ID:  3547
Gene: GDF5; ID:  8200
Gene: INHBC; ID:  3626
Gene: SMAD5; ID:  4090
Gene: RXRA; ID:  6256
Gene: CHN1; ID:  1123
Gene: FANCL; ID:  55120
Gene: FBXO30; ID:  84085
Gene: FCHO1; ID:  23149
Gene: FGD6; ID:  55785
Gene: NEK8; ID:  284086
Gene: NKIRAS1; ID:  28512
Gene: NRAS; ID:  4893
Gene: PLEKHB1; ID:  58473
Gene: PLEKHJ1; ID:  55111
Gene: RAB17; ID:  64284
Gene: RAB3B; ID:  5865
Gene: RASD2; ID:  23551
Gene: RASL12; ID:  51285
Gene: RHEBL1; ID:  121268
Gene: RHOJ; ID:  57381
Gene: RRAS2; ID:  22800
Gene: SOCS6; ID:  9306
Gene: STX8; ID:  9482
Gene: TTC17; ID:  55761
Gene: VEPH1; ID:  79674
Gene: WDR61; ID:  80349
Gene: KLHL35; ID:  283212
Gene: BMPR2; ID:  659
Gene: ACVR2A; ID:  92
Gene: SMAD6; ID:  4091
Gene: BAMBI; ID:  25805
Gene: BMPR1A; ID:  657
Gene: ACVRL1; ID:  94
Gene: MED16; ID:  10025
Gene: GRAMD1A; ID:  57655
Gene: RNF149; ID:  284996
Gene: LRRIQ1; ID:  84125
Gene: CD320; ID:  51293
Gene: IGLON5; ID:  402665
Gene: CORO2B; ID:  10391
Gene: RILPL2; ID:  196383
Gene: TOM1L1; ID:  10040
Gene: VAC14; ID:  55697
Gene: PSD; ID:  5662
Gene: PLPPR4; ID:  9890
Gene: C7orf25; ID:  79020
Gene: ADPRHL2; ID:  54936
Gene: DYNC1LI1; ID:  51143
Gene: MAD2L1; ID:  4085
Gene: AKAP12; ID:  9590
Gene: EIF3E; ID:  3646
Gene: DYNLRB1; ID:  83658
Gene: DYNC1LI2; ID:  1783
Gene: DYNC1I2; ID:  1781
Gene: TXNRD1; ID:  7296
Gene: DYNLT3; ID:  6990
Gene: DYNC1I1; ID:  1780
Gene: USP48; ID:  84196
Gene: PAFAH1B1; ID:  5048
Gene: TRPT1; ID:  83707
Gene: C2CD2; ID:  25966
Gene: FAT3; ID:  120114
Gene: RYK; ID:  6259
Gene: NAT8L; ID:  339983
Gene: DDX39A; ID:  10212
Gene: DTWD2; ID:  285605
Gene: AKT2; ID:  208
Gene: C16orf46; ID:  123775
Gene: PSG1; ID:  5669
Gene: XCL1; ID:  6375
Gene: PPIAL4G; ID:  644591
Gene: ZBBX; ID:  79740
Gene: C14orf79; ID:  122616
Gene: DKKL1; ID:  27120
Gene: DCDC2B; ID:  149069
Gene: COMMD2; ID:  51122
Gene: IL17RE; ID:  132014
Gene: C4orf26; ID:  152816
Gene: LHB; ID:  3972
Gene: CGA; ID:  1081
Gene: LHCGR; ID:  3973
Gene: LACC1; ID:  144811
Gene: TSR3; ID:  115939
Gene: TRMT13; ID:  54482
Gene: ESRRA; ID:  2101
Gene: NEUROD1; ID:  4760
Gene: SMARCD2; ID:  6603
Gene: AGMAT; ID:  79814
Gene: BCL7B; ID:  9275
Gene: TUBA3E; ID:  112714
Gene: IGKC; ID:  3514
Gene: TECR; ID:  9524
Gene: ERI2; ID:  112479
Gene: DNAJC12; ID:  56521
Gene: TRIM56; ID:  81844
Gene: TMEM259; ID:  91304
Gene: CNNM3; ID:  26505
Gene: CCDC47; ID:  57003
Gene: STT3B; ID:  201595
Gene: SLC39A14; ID:  23516
Gene: ACSL3; ID:  2181
Gene: STT3A; ID:  3703
Gene: CLPTM1L; ID:  81037
Gene: SGPL1; ID:  8879
Gene: NPC1; ID:  4864
Gene: TSPAN6; ID:  7105
Gene: ZNF16; ID:  7564
Gene: TOMM70; ID:  9868
Gene: ACSL4; ID:  2182
Gene: IRF3; ID:  3661
Gene: RNF26; ID:  79102
Gene: USP49; ID:  25862
Gene: USP50; ID:  373509
Gene: USP35; ID:  57558
Gene: USP22; ID:  23326
Gene: USP13; ID:  8975
Gene: USP3; ID:  9960
Gene: USH1C; ID:  10083
Gene: MYO7A; ID:  4647
Gene: CDH23; ID:  64072
Gene: USH1G; ID:  124590
Gene: ANKS4B; ID:  257629
Gene: UBA1; ID:  7317
Gene: SAAL1; ID:  113174
Gene: MIPOL1; ID:  145282
Gene: CTNNAL1; ID:  8727
Gene: CDHR5; ID:  53841
Gene: CDHR2; ID:  54825
Gene: MYO7B; ID:  4648
Gene: GPS1; ID:  2873
Gene: USH2A; ID:  7399
Gene: SLC4A7; ID:  9497
Gene: ADGRV1; ID:  84059
Gene: FOXH1; ID:  8928
Gene: DUSP21; ID:  63904
Gene: SLC18A1; ID:  6570
Gene: TBC1D22A; ID:  25771
Gene: ANGEL1; ID:  23357
Gene: MICU3; ID:  286097
Gene: ARL10; ID:  285598
Gene: DCAF11; ID:  80344
Gene: THUMPD3; ID:  25917
Gene: DOCK5; ID:  80005
Gene: TUBA1B; ID:  10376
Gene: CDH5; ID:  1003
Gene: FAM131B; ID:  9715
Gene: SLC39A12; ID:  221074
Gene: PTGER2; ID:  5732
Gene: PTGDS; ID:  5730
Gene: PTGFR; ID:  5737
Gene: EPHB6; ID:  2051
Gene: EFNB2; ID:  1948
Gene: EPHB1; ID:  2047
Gene: EPHB4; ID:  2050
Gene: TRIM39; ID:  56658
Gene: TCF4; ID:  6925
Gene: INCA1; ID:  388324
Gene: DUSP18; ID:  150290
Gene: GANAB; ID:  23193
Gene: TEKT2; ID:  27285
Gene: APBA3; ID:  9546
Gene: EPHX1; ID:  2052
Gene: TMEM177; ID:  80775
Gene: TACO1; ID:  51204
Gene: M6PR; ID:  4074
Gene: LSM12; ID:  124801
Gene: TOR1AIP1; ID:  26092
Gene: TCOF1; ID:  6949
Gene: TST; ID:  7263
Gene: SUCLA2; ID:  8803
Gene: CCDC34; ID:  91057
Gene: RABL2A; ID:  11159
Gene: NASP; ID:  4678
Gene: KIF17; ID:  57576
Gene: UNC13A; ID:  23025
Gene: PCYT1A; ID:  5130
Gene: ASF1A; ID:  25842
Gene: MAT2B; ID:  27430
Gene: TBCD; ID:  6904
Gene: H3F3C; ID:  440093
Gene: KLF16; ID:  83855
Gene: DONSON; ID:  29980
Gene: SLC43A3; ID:  29015
Gene: ASF1B; ID:  55723
Gene: CTPS2; ID:  56474
Gene: TIMELESS; ID:  8914
Gene: HAT1; ID:  8520
Gene: ZBTB12; ID:  221527
Gene: RAP1GAP; ID:  5909
Gene: GPC2; ID:  221914
Gene: DPP4; ID:  1803
Gene: ULK4; ID:  54986
Gene: SULT1A4; ID:  445329
Gene: ANKRD40; ID:  91369
Gene: HABP2; ID:  3026
Gene: TPK1; ID:  27010
Gene: CD58; ID:  965
Gene: FAM168B; ID:  130074
Gene: ANKS6; ID:  203286
Gene: MYO1D; ID:  4642
Gene: NCALD; ID:  83988
Gene: TMEM59; ID:  9528
Gene: TMEM159; ID:  57146
Gene: HAUS6; ID:  54801
Gene: CHRDL1; ID:  91851
Gene: PRICKLE2; ID:  166336
Gene: OR4D6; ID:  219983
Gene: ERC1; ID:  23085
Gene: CDCA7; ID:  83879
Gene: TM2D2; ID:  83877
Gene: FAM160B1; ID:  57700
Gene: KDELR2; ID:  11014
Gene: UTP15; ID:  84135
Gene: GRAMD1C; ID:  54762
Gene: FKBP3; ID:  2287
Gene: VPS37C; ID:  55048
Gene: FAM69A; ID:  388650
Gene: STAC; ID:  6769
Gene: PPP4R4; ID:  57718
Gene: IL21; ID:  59067
Gene: CCDC107; ID:  203260
Gene: SLC35F6; ID:  54978
Gene: GNAQ; ID:  2776
Gene: CCDC33; ID:  80125
Gene: DFFB; ID:  1677
Gene: ZHX2; ID:  22882
Gene: PCCA; ID:  5095
Gene: PRSS21; ID:  10942
Gene: COL4A3BP; ID:  10087
Gene: IFNA16; ID:  3449
Gene: TNP2; ID:  7142
Gene: CHD1L; ID:  9557
Gene: C18orf54; ID:  162681
Gene: UHRF1; ID:  29128
Gene: RPA4; ID:  29935
Gene: POLB; ID:  5423
Gene: SPIN2B; ID:  474343
Gene: VSX2; ID:  338917
Gene: LHX9; ID:  56956
Gene: SDC2; ID:  6383
Gene: SDC1; ID:  6382
Gene: DCDC2; ID:  51473
Gene: MRFAP1; ID:  93621
Gene: WDFY2; ID:  115825
Gene: SLC7A3; ID:  84889
Gene: DNTTIP1; ID:  116092
Gene: CCDC51; ID:  79714
Gene: ERCC6L; ID:  54821
Gene: MIEF1; ID:  54471
Gene: NFXL1; ID:  152518
Gene: FIBP; ID:  9158
Gene: ZBED1; ID:  9189
Gene: C2CD5; ID:  9847
Gene: NUP58; ID:  9818
Gene: MESDC2; ID:  23184
Gene: PALLD; ID:  23022
Gene: NUP54; ID:  53371
Gene: DSN1; ID:  79980
Gene: PPFIA2; ID:  8499
Gene: PTPRD; ID:  5789
Gene: PPFIBP1; ID:  8496
Gene: PPFIBP2; ID:  8495
Gene: PPFIA3; ID:  8541
Gene: ERC2; ID:  26059
Gene: PPFIA1; ID:  8500
Gene: ZNF799; ID:  90576
Gene: STX1A; ID:  6804
Gene: AFM; ID:  173
Gene: GBP1; ID:  2633
Gene: HNMT; ID:  3176
Gene: ATM; ID:  472
Gene: NAT9; ID:  26151
Gene: CHAMP1; ID:  283489
Gene: RNASEH2C; ID:  84153
Gene: PKN2; ID:  5586
Gene: DGKQ; ID:  1609
Gene: KYAT1; ID:  883
Gene: EHD4; ID:  30844
Gene: EIF4H; ID:  7458
Gene: EHD1; ID:  10938
Gene: LYPD6B; ID:  130576
Gene: C1orf226; ID:  400793
Gene: MYH13; ID:  8735
Gene: TRIB3; ID:  57761
Gene: DDIT3; ID:  1649
Gene: LTBP4; ID:  8425
Gene: MCM3AP; ID:  8888
Gene: RIDA; ID:  10247
Gene: TIAF1; ID:  9220
Gene: CDC25A; ID:  993
Gene: STK40; ID:  83931
Gene: NPHS1; ID:  4868
Gene: NPHS2; ID:  7827
Gene: KIRREL; ID:  55243
Gene: CDH3; ID:  1001
Gene: TJP1; ID:  7082
Gene: CCSER1; ID:  401145
Gene: NDEL1; ID:  81565
Gene: ZNF676; ID:  163223
Gene: PKD2; ID:  5311
Gene: WTIP; ID:  126374
Gene: MVB12A; ID:  93343
Gene: HCK; ID:  3055
Gene: TSG101; ID:  7251
Gene: HOXC11; ID:  3227
Gene: NR2C2; ID:  7182
Gene: VPS37B; ID:  79720
Gene: CBLC; ID:  23624
Gene: TRA; ID:  6955
Gene: SH3BP1; ID:  23616
Gene: NRBP1; ID:  29959
Gene: CCDC6; ID:  8030
Gene: BRCC3; ID:  79184
Gene: RABEP2; ID:  79874
Gene: WDHD1; ID:  11169
Gene: ELP2; ID:  55250
Gene: IKBKAP; ID:  8518
Gene: NOLC1; ID:  9221
Gene: ARHGEF10; ID:  9639
Gene: LOX; ID:  4015
Gene: TAS2R7; ID:  50837
Gene: RACGAP1; ID:  29127
Gene: SEC24D; ID:  9871
Gene: GALE; ID:  2582
Gene: ASNS; ID:  440
Gene: DPH5; ID:  51611
Gene: KIF15; ID:  56992
Gene: SCPEP1; ID:  59342
Gene: MICAL3; ID:  57553
Gene: TCP10L; ID:  140290
Gene: ARHGAP44; ID:  9912
Gene: ABCC12; ID:  94160
Gene: UBXN2A; ID:  165324
Gene: SVIP; ID:  258010
Gene: FCHSD2; ID:  9873
Gene: WAC; ID:  51322
Gene: UBXN11; ID:  91544
Gene: SPRTN; ID:  83932
Gene: DND1; ID:  373863
Gene: HRASLS5; ID:  117245
Gene: MAF1; ID:  84232
Gene: KIF20B; ID:  9585
Gene: ATP13A1; ID:  57130
Gene: FIGNL1; ID:  63979
Gene: CDC20B; ID:  166979
Gene: OLFM2; ID:  93145
Gene: CNKSR3; ID:  154043
Gene: LRCH3; ID:  84859
Gene: ASB7; ID:  140460
Gene: RNF7; ID:  9616
Gene: SRRM1; ID:  10250
Gene: ASB4; ID:  51666
Gene: FGG; ID:  2266
Gene: FGA; ID:  2243
Gene: COLEC11; ID:  78989
Gene: C8orf34; ID:  116328
Gene: SEPT1; ID:  1731
Gene: HMBOX1; ID:  79618
Gene: OGN; ID:  4969
Gene: ADAM33; ID:  80332
Gene: KIF13A; ID:  63971
Gene: NPAT; ID:  4863
Gene: MAD1L1; ID:  8379
Gene: ANKRD13A; ID:  88455
Gene: KIF13B; ID:  23303
Gene: ZFAND2B; ID:  130617
Gene: TRIP11; ID:  9321
Gene: CRISPLD2; ID:  83716
Gene: WSB2; ID:  55884
Gene: IL21R; ID:  50615
Gene: PFDN5; ID:  5204
Gene: NUDCD2; ID:  134492
Gene: NKTR; ID:  4820
Gene: CLASRP; ID:  11129
Gene: SNIP1; ID:  79753
Gene: ZC3H14; ID:  79882
Gene: NCBP3; ID:  55421
Gene: CCDC9; ID:  26093
Gene: ISY1; ID:  57461
Gene: SMIM8; ID:  57150
Gene: HERC3; ID:  8916
Gene: RCBTB2; ID:  1102
Gene: RAG1; ID:  5896
Gene: UNG; ID:  7374
Gene: CCNO; ID:  10309
Gene: RAG2; ID:  5897
Gene: MCM10; ID:  55388
Gene: COPS7B; ID:  64708
Gene: RORA; ID:  6095
Gene: U2AF1; ID:  7307
Gene: EPB41L3; ID:  23136
Gene: TOPBP1; ID:  11073
Gene: ZNF707; ID:  286075
Gene: CCNL2; ID:  81669
Gene: PYGO2; ID:  90780
Gene: TET3; ID:  200424
Gene: KIFC3; ID:  3801
Gene: TET2; ID:  54790
Gene: TET1; ID:  80312
Gene: SMG9; ID:  56006
Gene: EME1; ID:  146956
Gene: CFAP20; ID:  29105
Gene: MUS81; ID:  80198
Gene: ERCC4; ID:  2072
Gene: ERCC1; ID:  2067
Gene: NOL9; ID:  79707
Gene: ZNF816; ID:  125893
Gene: TP53TG5; ID:  27296
Gene: WDR46; ID:  9277
Gene: MOAP1; ID:  64112
Gene: PLG; ID:  5340
Gene: CLU; ID:  1191
Gene: NCAM2; ID:  4685
Gene: ADAM23; ID:  8745
Gene: CNTN1; ID:  1272
Gene: OPCML; ID:  4978
Gene: NECTIN1; ID:  5818
Gene: LSAMP; ID:  4045
Gene: MOG; ID:  4340
Gene: APOE; ID:  348
Gene: TSC22D4; ID:  81628
Gene: NCAM1; ID:  4684
Gene: DPP6; ID:  1804
Gene: MAG; ID:  4099
Gene: ADAP2; ID:  55803
Gene: DYRK3; ID:  8444
Gene: NOB1; ID:  28987
Gene: ABT1; ID:  29777
Gene: PYM1; ID:  84305
Gene: BAZ2B; ID:  29994
Gene: ZNF740; ID:  283337
Gene: AIFM3; ID:  150209
Gene: ZKSCAN8; ID:  7745
Gene: MTG1; ID:  92170
Gene: RNPC3; ID:  55599
Gene: ARHGAP15; ID:  55843
Gene: FAM64A; ID:  54478
Gene: ZFYVE28; ID:  57732
Gene: TBPL1; ID:  9519
Gene: PTRH1; ID:  138428
Gene: DDX47; ID:  51202
Gene: FGF13; ID:  2258
Gene: CCDC149; ID:  91050
Gene: CSN3; ID:  1448
Gene: TSLP; ID:  85480
Gene: FHL1; ID:  2273
Gene: RPL41; ID:  6171
Gene: PPP1R14A; ID:  94274
Gene: TRIM15; ID:  89870
Gene: NEGR1; ID:  257194
Gene: NTM; ID:  50863
Gene: AHSG; ID:  197
Gene: DCN; ID:  1634
Gene: FBXO2; ID:  26232
Gene: USP38; ID:  84640
Gene: GDPD1; ID:  284161
Gene: CA8; ID:  767
Gene: SNX27; ID:  81609
Gene: TSNARE1; ID:  203062
Gene: CASQ2; ID:  845
Gene: APOD; ID:  347
Gene: C9; ID:  735
Gene: C8A; ID:  731
Gene: CD9; ID:  928
Gene: SLC6A8; ID:  6535
Gene: NCR1; ID:  9437
Gene: NCR3; ID:  259197
Gene: CD27; ID:  939
Gene: GALK2; ID:  2585
Gene: IGFBP1; ID:  3484
Gene: NECTIN2; ID:  5819
Gene: NECTIN3; ID:  25945
Gene: CD226; ID:  10666
Gene: ATP5J2; ID:  9551
Gene: TIGIT; ID:  201633
Gene: USP53; ID:  54532
Gene: LYRM4; ID:  57128
Gene: DUS2; ID:  54920
Gene: TNFRSF12A; ID:  51330
Gene: FUT9; ID:  10690
Gene: CEACAM21; ID:  90273
Gene: KRTAP10-1; ID:  386677
Gene: SYPL2; ID:  284612
Gene: ALOXE3; ID:  59344
Gene: CTDSPL; ID:  10217
Gene: ARMCX4; ID:  100131755
Gene: DPAGT1; ID:  1798
Gene: RELB; ID:  5971
Gene: UNKL; ID:  64718
Gene: BPTF; ID:  2186
Gene: KYNU; ID:  8942
Gene: TOP2B; ID:  7155
Gene: DPF2; ID:  5977
Gene: UPF2; ID:  26019
Gene: TEX13A; ID:  56157
Gene: SCP2; ID:  6342
Gene: RBM27; ID:  54439
Gene: SLC25A10; ID:  1468
Gene: MRPL53; ID:  116540
Gene: RPS28; ID:  6234
Gene: NDUFB6; ID:  4712
Gene: CDV3; ID:  55573
Gene: TRMT10B; ID:  158234
Gene: PTP4A1; ID:  7803
Gene: RAB33A; ID:  9363
Gene: ARL6IP1; ID:  23204
Gene: FGF5; ID:  2250
Gene: FGF9; ID:  2254
Gene: FGF10; ID:  2255
Gene: CACNA1D; ID:  776
Gene: ITGA5; ID:  3678
Gene: EPHA4; ID:  2043
Gene: FGF6; ID:  2251
