orphaID	label	genes	n_genes	description	roots
Orphanet:235	Dubowitz syndrome	LIG4;NSUN2	2	Dubowitz syndrome (DS) is a rare multiple congenital syndrome characterized primarly by growth retardation, microcephaly, distinctive facial dysmorphism, cutaneous eczema, a mild to severe intellectual deficit and genital abnormalities.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic eye disease;Rare genetic skin disease
Orphanet:239	Dyggve-Melchior-Clausen disease	DYM	1	Dyggve-Melchior-Clausen disease (DMC) is a rare skeletal disorder belonging to the group of spondyloepimetaphyseal dysplasias (see this term).	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:395	Homocystinuria due to methylene tetrahydrofolate reductase deficiency	MTHFR	1	Homocystinuria due to methylene tetrahydrofolate reductase (MTHFR) deficiency is a metabolic disorder characterised by neurological manifestations.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:147	Carbamoyl-phosphate synthetase 1 deficiency	CPS1	1	A rare, severe disorder of urea cycle metabolism typically characterized by either a neonatal-onset of severe hyperammonemia that occurs few days after birth and manifests with lethargy, vomiting, hypothermia, seizures, coma and death or a presentation outside the newborn period at any age with (sometimes) milder symptoms of hyperammonemia.	Rare inborn errors of metabolism
Orphanet:23	Argininosuccinic aciduria	ASL	1	A rare, genetic disorder of urea cycle metabolism typically characterized by either a severe, neonatal-onset form that manifests with hyperammonemia accompanied with vomiting, hypothermia, lethargy and poor feeding in the first few days of life, or late-onset forms that manifest with stress- or infection-induced episodic hyperammonemia or, in some, behavioral abnormalities and/or learning disabilities, or chronic liver disease. Patients often manifest liver dysfunction.	Rare inborn errors of metabolism
Orphanet:45	Adenosine monophosphate deaminase deficiency	AMPD1;AMPD3	2	A rare metabolic disorder for which two forms have been described. Lack of activity of the erythrocyte isoform of adenosine monophosphate (AMP) deaminase has been described in subjects with low plasma uric acid levels without obvious clinical relevance and will not be described further. Myoadenylate deaminase deficiency is an inherited disorder of muscular energy metabolism with a lack of AMP deaminase activity in skeletal muscle. It is characterised by exercise-induced muscle pain, cramps and/or early fatigue.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:226	Dihydropteridine reductase deficiency	QDPR	1	Dihydropteridine reductase (DHPR) deficiency is a severe form of hyperphenylalaninemia (HPA) due to impaired regeneration of tetrahydrobiopterin (BH4) (see this term), leading to decreased levels of neurotransmitters (dopamine, serotonin) and folate in cerebrospinal fluid, and causing neurological symptoms such as psychomotor delay, hypotonia, seizures, abnormal movements, hypersalivation, and swallowing difficulties.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:1556	Cutis marmorata telangiectatica congenita	ARL6IP6	1	Cutis marmorata telangiectatica congenita (CMTC) is a congenital localized or generalized vascular anomaly characterized by a persistent cutis marmorata pattern with a marbled bluish to deep purple appearance, spider nevus-like telangiectasia, phlebectasia and, occasionally, ulceration and atrophy of the affected skin.	
Orphanet:1496	Corpus callosum agenesis-neuronopathy syndrome	SLC12A6	1	"Corpus callosum agenesis-neuronopathy syndrome is a neurodegenerative disorder characterized by severe progressive sensorimotor neuropathy beginning in infancy with resulting hypotonia, areflexia, amyotrophy and variable degrees of dysgenesis of the corpus callosum. Additional features include mild-to-severe intellectual and developmental delays, and psychiatric manifestations that include paranoid delusions, depression, hallucinations, and ""autistic-like"" features. Affected individuals are usually wheelchair restricted in the second decade of life and die in the third decade of life. The disease is inherited as an autosomal recessive trait."	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:417	Neonatal severe primary hyperparathyroidism	CASR	1	 3.5 mM) from birth and associated with major hyperparathyroidism.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic endocrine disease
Orphanet:2248	Hypoplastic left heart syndrome	GJA1;NKX2-5	2	A rare, congenital, non-syndromic, heart malformation characterized by under development of the left-sided cardiac structures (including left ventricle, ascending aorta, aortic arch, and mitral and/or aortic valve) such that the left heart is unable to provide adequate systemic cardiac output.	
Orphanet:2140	Congenital diaphragmatic hernia	ZFPM2;GATA6	2	Congenital diaphragmatic hernia (CDH) is a posterolateral defect of the diaphragm that allows passage of abdominal viscera into the thorax, leading to respiratory insufficiency and persistent pulmonary hypertension with high mortality.	
Orphanet:2116	Hartnup disease	SLC6A19	1	A rare metabolic disorder belonging to the neutral aminoacidurias, mainly characterized by skin photosensitivity, ocular and neuropsychiatric features, due to abnormal renal and gastrointestinal transport of neutral amino acids (tryptophan, alanine, asparagine, glutamine, histidine, isoleucine, leucine, phenylalanine, serine, threonine, tyrosine and valine).	Rare inborn errors of metabolism;Rare genetic skin disease;Rare genetic neurological disorder;Rare genetic renal disease
Orphanet:2118	Hawkinsinuria	HPD	1	Hawkinsinuria is an inborn error of tyrosine metabolism characterized by failure to thrive, persistent metabolic acidosis, fine and sparse hair, and excretion of the unusual cyclic amino acid metabolite, hawkinsin ((2-l-cystein-S-yl, 4-dihydroxycyclohex-5-en-1-yl)acetic acid), in the urine.	Rare inborn errors of metabolism
Orphanet:351	Galactosialidosis	CTSA	1	Galactosialidosis is a lysosomal storage disease characterized by coarse facial features, macular ''cherry red spot'', and dysostosis multiplex. Clinical presentation can be heterogenous ranging from a severe, early-onset, rapidly progressive infantile form to late onset, slowly progressive juvenile/adult form.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:2020	Congenital fiber-type disproportion myopathy	MAP3K20;ACTA1;SELENON;TPM2;TPM3;MYL2;ITGA7;HACD1	8	A rare genetic, congenital, non-dystrophic myopathy characterized by neonatal or infantile-onset hypotonia and mild to severe generalized muscle weakness.	Rare genetic neurological disorder
Orphanet:2053	Freeman-Sheldon syndrome	NALCN;MYH3	2	Freeman-Sheldon syndrome (FSS) is a very rare, multiple congenital contractures syndrome characterized by a microstomia with a whistling appearance of the mouth, distinctive facies, club foot and joint contractures. FSS is the most severe form of distal arthrogryposis.	Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder
Orphanet:1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	SUCLA2	1	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria is characterised by the association of a mitochondrial encephalomyopathy and an aminoacidopathy. It has been described in two brothers presenting with developmental delay, neurological signs, deafness, exercise intolerance, lactic acidosis and elevation of several plasmatic amino acids. Mitochondria morphology was found to be abnormal on muscle biopsy. Transmission is likely to be linked to maternal mitochondrial DNA.	Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic gastroenterological disease;Rare genetic neurological disorder
Orphanet:1880	Ebstein malformation	MYH7	1	Ebstein's malformation is a rare congenital cardiac anomaly characterized by rotational displacement of the septal and inferior leaflets of the tricuspid valve such that they are hinged within the right ventricle, rather than as expected at the atrioventricular junction.	Rare genetic cardiac disease
Orphanet:1885	Isolated ectopia lentis	FBN1;ADAMTSL4	2	Isolated ectopia lentis (IEL) is a rare, clinically variable, eye disorder characterized by dislocation of the lens, often causing significant reduction in visual acuity.	Rare genetic systemic or rheumatologic disease;Rare genetic eye disease;Rare genetic developmental defect during embryogenesis
Orphanet:635	Neuroblastoma	MYCN;LMO1;PHOX2B;TOP2A;ALK;ALK;HACE1;LIN28B	8	Neuroblastoma is a malignant tumor of neural crest cells, the cells that give rise to the sympathetic nervous system, which is observed in children.	
Orphanet:2612	Linear nevus sebaceus syndrome	HRAS;KRAS;NRAS	3	Linear nevus sebaceous syndrome (LNSS) is characterized by the association of a large sebaceous nevus, usually appearing on the face or on the scalp, with a broad spectrum of abnormalities that may affect every organ system, including the central nervous system (brain neoplasms, hemimegalencephaly and lateral ventricle enlargement).	Rare genetic tumor;Rare genetic developmental defect during embryogenesis
Orphanet:2635	Metatropic dysplasia	TRPV4	1	Metatropic dysplasia (MTD) is a rare spondyloepimetaphyseal dysplasia characterized by a long trunk and short limbs in infancy followed by severe and progressive kyphoscoliosis causing a reversal in proportions during childhood (short trunk and long limbs) and a final short stature in adulthood.	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis
Orphanet:606	Proximal myotonic myopathy	CNBP	1	Myotonic dystrophy type 2 (MD2), also known as proximal myotonic myopathy, is a very rare genetic multi-system disorder of late childhood or adult-onset characterized by mild myotonia, muscle weakness, and rarely cardiac conduction disorders.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare genetic endocrine disease;Genetic infertility;Rare genetic neurological disorder
Orphanet:705	Pendred syndrome	SLC26A4;KCNJ10;FOXI1	3	A syndromic genetic deafness clinically variable characterized by bilateral sensorineural hearing loss and euthyroid goiter.	Genetic otorhinolaryngologic disease;Rare genetic endocrine disease
Orphanet:2801	Juvenile Paget disease	TNFRSF11B;TNFRSF11A	2	Juvenile Paget disease is a very rare form of Paget disease of the bone characterized by a general increase in bone turnover with increased bone resorption and deposition, resulting in cortical and trabecular thickening, and clinically presenting as progressive skeletal deformities, growth impairment, fractures, vertebral collapse, skull enlargement and sensorineural hearing loss.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:2785	Osteopetrosis with renal tubular acidosis	CA2	1	Osteopetrosis with renal tubular acidosis is a rare disorder characterized by osteopetrosis (see this term), renal tubular acidosis (RTA), and neurological disorders related to cerebral calcifications.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic renal disease
Orphanet:2744	Horizontal gaze palsy with progressive scoliosis	ROBO3	1	Horizontal gaze palsy with progressive scoliosis (HGPPS) is a rare congenital autosomal recessive disease, presenting in children and adolescents, and characterized by progressive scoliosis along with the absence of conjugate horizontal eye movements and associated with failure of the somatosensory and corticospinal neuronal tracts to decussate in the medulla.	Rare genetic eye disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:2746	Opsismodysplasia	INPPL1	1	Opsismodysplasia is a skeletal dysplasia characterized by congenital dwarfism and facial dysmorphism.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:2971	Peroxisomal acyl-CoA oxidase deficiency	ACOX1	1	Peroxisomal acyl-CoA oxidase deficiency is a rare neurodegenerative disorder that belongs to the group of inherited peroxisomal disorders and is characterized by hypotonia and seizures in the neonatal period and neurological regression in early infancy.	Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:2970	Prune belly syndrome	CHRM3	1	Prune belly syndrome is a rare congenital disorder, belonging to the group of fetal lower urinary tract obstructions (LUTO), involving variable dilation of the lower urinary tract in association with partial or complete absence of the lateral and inferior abdominal wall musculature and in males bilateral non-palpable undescended testes.	Rare genetic renal disease;Rare genetic developmental defect during embryogenesis
Orphanet:744	Proteus syndrome	PTEN;AKT1	2	Proteus syndrome (PS) is a very rare and complex hamartomatous overgrowth disorder characterized by progressive overgrowth of the skeleton, skin, adipose, and central nervous systems.	Rare genetic developmental defect during embryogenesis;Inherited cancer-predisposing syndrome;Rare genetic bone disease;Rare genetic neurological disorder
Orphanet:2903	Familial spontaneous pneumothorax	FLCN	1	Familial spontaneous pneumothorax is a rare, genetic pulmonary disease characterized by the uni- or bilateral accumulation of air in the pleural cavity in persons with a positive family history and no underlying lung disease or previous chest trauma. Patients typically present dyspnea associated with acute onset of sharp and steady pleutiric chest pain of variable severity (which resolves within 24h even though pneumothorax is still present). Reflex tachycardia and/or respiratory or circulatory compromise may be observed. Other syndromes (e.g. Birt-Hogg-Dube, Marfan or Ehlers-Danlos syndromes) may be associated.	
Orphanet:2901	Neuralgic amyotrophy	SEPT9	1	Neuralgic amyotrophy (NA) is an uncommon disorder of the peripheral nervous system characterized by the sudden onset of extreme pain in the upper extremity followed by rapid multifocal motor weakness and atrophy and a slow recovery in months to years. NA includes both an idiopathic (INA, also known as Parsonage-Turner syndrome) and hereditary (HNA) form.	
Orphanet:718	Isolated Pierre Robin syndrome	SOX9	1	Pierre-Robin syndrome (or Pierre-Robin sequence) is characterised by triad of orofacial morphological anomalies consisting of retrognathism, glossoptosis and a posterior median velopalatal cleft.	Rare genetic developmental defect during embryogenesis
Orphanet:3071	Costello syndrome	HRAS	1	A rare syndrome with intellectual disability, characterized by failure to thrive, short stature, joint laxity, soft skin, and distinctive facial features. Cardiac and neurological involvement is common and there is an increased lifetime risk of certain tumors. Costello syndrome belongs to the RASopathies, a group of conditions resulting from germline derived point mutations affecting the RAS-mitogen activated protein kinase pathway.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Inherited cancer-predisposing syndrome;Rare genetic cardiac disease;Rare genetic skin disease;RASopathy
Orphanet:763	Pycnodysostosis	CTSK	1	Pycnodysostosis is a genetic lysosomal disease characterized by osteosclerosis of the skeleton, short stature and brittle bones.	Rare inborn errors of metabolism;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:2301	Congenital short bowel syndrome	FLNA;CLMP	2	Congenital short bowel syndrome is a rare intestinal disorder of neonates of unknown etiology. Patients are born with a short small bowel (less than 75 cm in length) that compromises proper intestinal absorption and leads chronic diarrhea, vomiting and failure to thrive.	Rare genetic developmental defect during embryogenesis;Rare genetic gastroenterological disease
Orphanet:469	Hereditary fructose intolerance	ALDOB	1	Hereditary fructose intolerance (HFI) is an autosomal recessive disorder of fructose metabolism (see this term), resulting from a deficiency of hepatic fructose-1-phosphate aldolase activity and leading to gastrointestinal disorders and postprandial hypoglycemia following fructose ingestion. HFI is a benign condition when treated, but it is life-threatening and potentially fatal if left untreated.	Rare inborn errors of metabolism;Rare genetic hepatic disease;Rare genetic gastroenterological disease;Rare genetic renal disease
Orphanet:2308	Jacobsen syndrome	FLI1	1	A multiple congenital anomaly/mental retardation (MCA/MR) contiguous gene syndrome caused by partial deletion of the long arm of chromosome 11.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis;Rare genetic hematologic disease;Rare chromosomal anomaly
Orphanet:2318	Joubert syndrome with oculorenal defect	CEP290;CC2D2A;TMEM216;TMEM237;TMEM138;ZNF423;TMEM231	7	A rare subtype of Joubert syndrome (JS) and related disorders (JSRD) characterized by the neurological features of JS associated with both renal and ocular disease.	Rare genetic renal disease;Ciliopathy;Rare genetic eye disease;Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:180188	Isolated congenital breast hypoplasia/aplasia	PTPRF	1	A rare breast malformation characterized by congenital absence of breast and nipple (amastia), or nipple or mammary gland (athelia or amazia, respectively). It can be unilateral or bilateral and may occur as an isolated malformation or be associated with a syndrome or cluster of other anomalies.	
Orphanet:2253	Foveal hypoplasia-presenile cataract syndrome	PAX6	1	Foveal hypoplasia-presenile cataract syndrome is a rare, genetic ocular disease characterized by congenital nystagmus (horizontal, vertical and/or torsional), foveal hypoplasia, presenile cataracts (with typical onset in the second to third decade of life), and normal irides. Corneal pannus and/or optic nerve hypoplasia may also be present.	Rare genetic eye disease
Orphanet:2300	Multiple intestinal atresia	TTC7A	1	Multiple intestinal atresia is a rare form of intestinal atresia characterized by the presence of numerous atresic segments in the small bowel (duodenum) or large bowel and leading to symptoms of intestinal obstruction: vomiting, abdominal bloating and inability to pass meconium in newborns.	Rare genetic immune disease;Rare genetic developmental defect during embryogenesis
Orphanet:502	Trichorhinophalangeal syndrome type 2	TRPS1;EXT1	2	A very rare, genetic, multiple congenital anomaly disorder characterized by bone abnormalities, distinctive facial features, multiple exostoses, and intellectual disability.	Rare genetic developmental defect during embryogenesis;Rare chromosomal anomaly;Rare genetic bone disease;Rare genetic skin disease
Orphanet:477	KID syndrome	GJB2;GJB6	2	A rare congenital ectodermal disorder characterized by vascularizing keratitis, hyperkeratotic skin lesions and hearing loss.	Genetic otorhinolaryngologic disease;Rare genetic skin disease;Rare genetic developmental defect during embryogenesis;Rare genetic eye disease
Orphanet:2343	Isolated cloverleaf skull syndrome	ERF	1	A form of craniosynostosis involving multiple sutures (coronal, lambdoidal, sagittal and metopic) characterized by a trilobular skull of varying severity (frontal towering and bossing, temporal bulging and a flat posterior skull), dysmorphic features (downslanting palpebral fissures, midface hypoplasia, and extreme proptosis) and that is complicated by hydrocephalus, cerebral venous hypertension, developmental delay/intellectual disability and hind brain herniation.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:2377	Laurence-Moon syndrome	PNPLA6	1	A very rare genetic multisystemic disorder characterized by pituitary dysfunction, ataxia, peripheral neuropathy, spastic paraplegia, and chorioretinal dystrophy.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic gynecological and obstetrical diseases;Rare genetic endocrine disease;Genetic infertility;Rare genetic eye disease;Ciliopathy
Orphanet:2466	MASA syndrome	L1CAM	1	A X-linked, clinical subtype of L1 syndrome, characterized by mild to moderate intellectual disability, delayed development of speech, hypotonia progressing to spasticity or spastic paraplegia, adducted thumbs, and mild to moderate distension of the cerebral ventricles.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:560	Marshall syndrome	COL11A1	1	A malformation syndrome that is characterized by facial dysmorphism, severe hypoplasia of the nasal bones and frontal sinuses, ocular involvement, early-onset hearing loss, skeletal and anhidrotic ectodermal anomalies and short stature with spondyloepiphyseal dysplasia and early-onset osteoarthritis.	Rare genetic developmental defect during embryogenesis;Rare genetic skin disease;Rare genetic bone disease;Rare genetic eye disease
Orphanet:587	Muir-Torre syndrome	MLH1;MSH2;MSH6	3	Muir-Torre syndrome (MTS) is a form of hereditary nonpolyposis colon cancer (HNPCC) characterized by cutaneous sebaceous tumors, keratoacanthomas and at least one visceral malignancy, most frequently gastrointestinal carcinoma.	Rare genetic tumor;Inherited cancer-predisposing syndrome
Orphanet:570	Moebius syndrome	PLXND1;REV3L	2	A very rare congenital cranial dysinnervation disorder characterized by complete or incomplete facial paralysis in association with bilateral palsy of the abducens nerve causing impairment of ocular abduction. The syndrome also includes various other congenital anomalies.	Rare genetic developmental defect during embryogenesis;Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:179494	Obesity due to leptin receptor gene deficiency	LEPR	1	A rare, genetic, non-syndromic, obesity disease characterized by severe, early-onset obesity, associated with major hyperphagia and endocrine abnormalities, resulting from leptin receptor deficiency.	Rare genetic gynecological and obstetrical diseases;Rare genetic endocrine disease;Genetic infertility
Orphanet:1020	Early-onset autosomal dominant Alzheimer disease	ABCA7;TREM2;PSEN1;PSEN2;APP;SORL1;TOMM40	7	Early-onset autosomal dominant Alzheimer disease (EOAD) is a progressive dementia with reduction of cognitive functions. EOAD presents the same phenotype as sporadic Alzheimer disease (AD) but has an early age of onset, usually before 60 years old.	Rare genetic neurological disorder
Orphanet:54	X-linked recessive ocular albinism	GPR143	1	X-linked recessive ocular albinism (XLOA) is a rare disorder characterized by ocular hypopigmentation, foveal hypoplasia, nystagmus, photodysphoria, and reduced visual acuity in males.	Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:154	Familial isolated dilated cardiomyopathy	TAF1A;NEBL;PPCS;ABCC9;ACTC1;PSEN1;PSEN2;SCN5A;SDHA;SGCD;TAZ;TCAP;TNNI3;TNNT2;TPM1;TTN;CRYAB;CSRP3;DES;DMD;DSG2;FKTN;LDB3;DOLK;MYBPC3;MYH6;MYH7;RAF1;TMPO;TNNC1;VCL;ACTN2;FHL2;PLN;BAG3;RBM20;NEXN;TXNRD2;GATAD1;MYPN;LAMA4;PRDM16;ANKRD1	43	Familial isolated dilated cardiomyopathy is a rare, genetically heterogeneous cardiac disease characterized by dilatation leading to systolic and diastolic dysfunction of the left and/or right ventricles, causing heart failure or arrhythmia.	Rare genetic cardiac disease;Rare genetic neurological disorder
Orphanet:84	Fanconi anemia	RAD51;MAD2L2;BRCA1;XRCC2;RFWD3;BRCA2;BRIP1;ERCC4;FANCA;FANCB;FANCC;FANCD2;FANCE;FANCF;FANCG;FANCL;FANCM;FANCI;PALB2;RAD51C;SLX4;UBE2T	22	Fanconi anemia (FA) is a hereditary DNA repair disorder characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors.	Rare genetic developmental defect during embryogenesis;Inherited cancer-predisposing syndrome;Rare genetic hematologic disease;Rare genetic skin disease;Rare genetic bone disease;Rare genetic renal disease
Orphanet:816	Sjögren-Larsson syndrome	ALDH3A2	1	A rare neurocutaneous disorder caused by an inborn error of lipid metabolism and characterized by congenital ichthyosis, intellectual deficit, and spasticity.	Rare genetic neurological disorder;Rare genetic eye disease;Rare genetic skin disease;Rare inborn errors of metabolism
Orphanet:821	Sotos syndrome	NSD1;SETD2;APC2	3	Sotos syndrome is a rare multisystemic genetic disorder characterized by a typical facial appearance, overgrowth of the body in early life with macrocephaly, and mild to severe intellectual disability.	Rare genetic developmental defect during embryogenesis;Inherited cancer-predisposing syndrome;Rare genetic bone disease;Rare genetic eye disease;Rare chromosomal anomaly
Orphanet:3204	Stormorken-Sjaastad-Langslet syndrome	ORAI1;STIM1	2	Stormorken-Sjaastad-Langslet syndrome is characterized by thrombocytopathy, asplenia, miosis, muscle fatigue, migraine, dyslexia, and ichthyosis. It has been described in six members of one family. It is transmitted as an autosomal dominant trait.	Rare genetic hematologic disease;Rare genetic eye disease
Orphanet:3205	Sturge-Weber syndrome	GNAQ	1	Sturge-Weber syndrome (SWS) is a rare congenital neurocutaneous disorder characterized by facial capillary malformations and/or cerebral and ocular ipsilateral vascular malformations that result in variable degrees of ocular and neurological anomalies.	Rare genetic developmental defect during embryogenesis;Rare genetic eye disease;Rare genetic neurological disorder
Orphanet:3320	Thrombocytopenia-absent radius syndrome	RBM8A	1	Thrombocytopenia-absent radius (TAR) syndrome is a very rare congenital malformation syndrome characterized by bilateral radial aplasia and thrombocytopenia.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic hematologic disease
Orphanet:887	VACTERL/VATER association	HOXD13	1	VACTERL/VATER is an association of congenital malformations typically characterized by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-esophageal fistula, renal anomalies, and limb abnormalities.	Rare genetic renal disease;Rare genetic developmental defect during embryogenesis
Orphanet:909	Cerebrotendinous xanthomatosis	CYP27A1	1	Cerebrotendinous xanthomatosis (CTX) is an anomaly of bile acid synthesis (see this term) characterized by neonatal cholestasis, childhood-onset cataract, adolescent to young adult-onset tendon xanthomata, and brain xanthomata with adult-onset neurologic dysfunction.	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism;Rare genetic endocrine disease;Rare genetic skin disease;Rare genetic hepatic disease
Orphanet:3447	Weaver syndrome	EED;NSD1;EZH2;SUZ12	4	Weaver syndrome (WVS) is a rare, multisystem disorder characterized by tall stature, a typical facial appearance (hypertelorism, retrognathia) and variable intellectual disability. Additional features may include camptodactyly, soft doughy skin, umbilical hernia, and a low hoarse cry.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
Orphanet:1422	Chondrodysplasia-disorder of sex development syndrome	HHAT	1	Chondrodysplasia - disorder of sex development is an extremely rare disorder of sex development (see this term), reported in only two siblings (one terminated in pregnancy) to date, characterized by the clinical features of 46,XY complete gonadal dysgenesis (see this term; normal external female genitalia, lack of pubertal development, primary amenorrhea, and hypergonadotrophic hypogonadism) in association with severe dwarfism with generalized chondrodysplasia (bell-shaped thorax, micromelia, brachydactyly). Other reported features in the live sibling included eye anomalies (hypoplastic irides, myopia, coloboma of optic discs), dysmorphic features (deep-set eyes, upslanting palpebral fissures, puffy eyelids, large ears and mouth, mild prognathism), muscular hypoplasia, mild intellectual deficiency and severe microcephaly with cerebellar vermis hypoplasia. An autosomal recessive inheritance has been suggested.	Rare genetic gynecological and obstetrical diseases;Rare genetic developmental defect during embryogenesis;Rare genetic urogenital disease;Rare genetic endocrine disease;Rare genetic eye disease;Rare genetic bone disease
Orphanet:178469	Autosomal dominant non-syndromic intellectual disability	CLTC;CHAMP1;HIVEP2;KDM5B;SET;RAB11A;PPP3CA;KCNQ5;ZMYND11;STXBP1;CIC;CSNK2B;TCF4;SYNGAP1;KIRREL3;DOCK8;MBD5;GRIN2B;CDH15;KIF1A;GRIN1;DYNC1H1;CACNG2;EPB41L1;DEAF1;EEF1A2;CAMK2A;CAMK2B	28	NA	Rare genetic neurological disorder
Orphanet:178461	X-linked myopathy with postural muscle atrophy	FHL1	1	X-linked myopathy with postural muscle atrophy is a rare progressive muscular dystrophy characterized by an adult-onset scapulo-axio-peroneal myopathy. Clinical presentation includes shoulder girdle atrophy, scapular winging, axial muscular atrophy of postural muscles combined with a generalized hypertrophy. Typically, neck rigidity, rigid spine, Achilles tendon shortening, and respiratory insufficiency later in disease course are present.	Rare genetic neurological disorder
Orphanet:178464	Hereditary myopathy with early respiratory failure	TTN	1	NA	Rare genetic neurological disorder
Orphanet:178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	SERPINA1	1	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburg mutation is a rare, genetic, constitutional coagulation factor defect disorder characterized by a bleeding tendancy of variable severity due to methionine 358 to arginine replacement (Pittsburgh mutation) in the alpha-1-antitrypsin protein. Patients present with spontaneous hematomas, hematomas following minor trauma or surgery and, in female patients, ovarian hematomas after ovulation.	Rare genetic hematologic disease;Serpinopathy
Orphanet:178400	Distal myopathy with anterior tibial onset	DYSF	1	Distal myopathy with anterior tibial onset is a rare, genetic neuromuscular disease characterized by a progressive muscle weakness starting in the anterior tibial muscles, later involving lower and upper limb muscles, associated with an increased serum creatine kinase levels and absence of dysferlin on muscle biopsy. Patients become wheelchair dependent.	Rare genetic neurological disorder
Orphanet:62	Autosomal recessive limb-girdle muscular dystrophy type 2D	SGCA	1	A subtype of autosomal recessive limb-girdle muscular dystrophy characterized by childhood onset of progressive proximal weakness of the shoulder and pelvic girdle muscles, resulting in difficulty walking, scapular winging, calf hypertrophy and contractures of the Achilles tendon, which lead to a tiptoe gait pattern. Cardiac and respiratory involvement is rare.	Rare genetic cardiac disease;Rare genetic neurological disorder
Orphanet:178389	Osteopetrosis-hypogammaglobulinemia syndrome	TNFRSF11A	1	Osteopetrosis-hypogammaglobulinemia syndrome is an extremely rare primary bone dysplasia with increased bone density disorder characterized by severe osteoclast-poor osteopetrosis associated with hypogammaglobulinemia. Patients typically present infantile malignant osteopetrosis (manifesting with increased bone density, bone fractures, abnormal eye movements/visual loss, nystagmus), hematologic abnormalities with bone marrow failure (e.g. anemia, hepatosplenomegaly) and immunological deficiency (manifesting as recurrent respiratory infections) associated with reduced immunoglobulin levels due to impaired peripheral B cell differentiation.	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease;Rare genetic immune disease
Orphanet:178364	Syndromic microphthalmia type 5	OTX2	1	Syndromic microphthalmia, type 5 is characterized by the association of a range of ocular anomalies (anophthalmia, microphthalmia and retinal abnormalities) with variable developmental delay and central nervous system malformations.	Rare genetic eye disease;Rare genetic developmental defect during embryogenesis
Orphanet:715	Glycogen storage disease due to muscle phosphorylase kinase deficiency	PHKA1;PHKG1	2	Glycogen storage disease due to muscle phosphorylase kinase (PhK) deficiency is a benign inborn error of glycogen metabolism characterized by exercise intolerance.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:348	Fructose-1,6-bisphosphatase deficiency	FBP1	1	Fructose-1,6-biphosphatase (FBP) deficiency is a disorder of fructose metabolism (see this term) characterized by recurrent episodes of fasting hypoglycemia with lactic acidosis, that may be life-threatening in neonates and infants.	Rare inborn errors of metabolism
Orphanet:178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	LRP5	1	This newly described syndrome is characterized by osteosclerosis, developmental delay and craniosynostosis (see this term).	Rare genetic developmental defect during embryogenesis;Rare genetic bone disease
