,closeness,betweenness,degree,eigenvector
entrez gene/locuslink:851259,0.5147715561662659,0.007521535465478993,724.0,0.07980441929711402
entrez gene/locuslink:855998,0.48245331616226655,0.00032964815881809186,152.0,0.027846093927888605
entrez gene/locuslink:854980,0.48315331291310654,7.637060350827653e-05,65.0,0.022391452893379522
entrez gene/locuslink:850923,0.4628928874816588,1.552798683609228e-06,16.0,0.006748054438082373
entrez gene/locuslink:850545,0.46573426573426574,2.3107810896004943e-05,14.0,0.004933817254400479
entrez gene/locuslink:851150,0.47115233453859456,0.00010173259208799217,62.0,0.013652060916110561
entrez gene/locuslink:856290,0.48295866569978246,8.826598855626703e-05,91.0,0.021557303943337224
entrez gene/locuslink:853666,0.46707706693680356,1.0448583888865486e-05,25.0,0.009259896495897667
entrez gene/locuslink:856201,0.4569642448730655,3.1789343514391184e-05,55.0,0.010523825013592796
entrez gene/locuslink:852382,0.47048665620094193,2.7215373979563645e-05,36.0,0.012127731986530697
entrez gene/locuslink:856408,0.40268726906281493,8.585431763070633e-07,6.0,0.001966201726137875
entrez gene/locuslink:854235,0.46461514611270444,2.0332863043717226e-05,36.0,0.00852395502336412
entrez gene/locuslink:851148,0.4689406978563605,0.00019007259826756115,108.0,0.014957054302268128
entrez gene/locuslink:856022,0.34776050127639824,2.2651403300697066e-07,5.0,0.0008521845200952146
entrez gene/locuslink:853436,0.4149819994461368,2.7485772918993814e-06,9.0,0.0027298409215203118
entrez gene/locuslink:853634,0.4520702918772155,5.5694719176607715e-06,10.0,0.004535101373587741
entrez gene/locuslink:855017,0.4734971166758828,3.904510510953137e-05,54.0,0.012858493753925596
entrez gene/locuslink:854993,0.4582919183423809,7.308976569300409e-06,25.0,0.006973765716958714
entrez gene/locuslink:856096,0.4655895603542023,8.557966402792134e-06,24.0,0.008457190524960356
entrez gene/locuslink:851723,0.4816005142214366,0.0001404544366683703,125.0,0.02405689657896398
entrez gene/locuslink:855975,0.4517636418450407,4.311443934602697e-06,19.0,0.00599875067210185
entrez gene/locuslink:854875,0.4732727990525069,2.300746416319178e-05,38.0,0.010812108676039876
entrez gene/locuslink:851745,0.4753747323340471,3.8866638265436526e-05,67.0,0.014978024143315517
entrez gene/locuslink:855267,0.4679887570268582,1.5807614402425803e-05,35.0,0.008833428501375308
entrez gene/locuslink:851558,0.4657704561348978,3.287298856548941e-05,42.0,0.008146334042905627
entrez gene/locuslink:851614,0.4403791051355521,1.818027918914338e-05,26.0,0.006347326182042922
entrez gene/locuslink:855043,0.4495612390309758,7.824921283115751e-06,21.0,0.005652113356009339
entrez gene/locuslink:853333,0.46908749413053685,2.0300137152861377e-05,55.0,0.018078551376753193
entrez gene/locuslink:852361,0.48148445658285804,6.439130120463744e-05,40.0,0.011012118852028107
entrez gene/locuslink:852415,0.4767358625626342,0.0001982127477264366,117.0,0.023911129520174233
entrez gene/locuslink:856059,0.4691976516634051,7.421772648817146e-06,38.0,0.014385562046276664
entrez gene/locuslink:851260,0.4797118847539016,8.809271398414245e-06,36.0,0.016272778172018984
entrez gene/locuslink:854851,0.4693446088794926,0.0001596343596738814,34.0,0.008583435275045617
entrez gene/locuslink:855875,0.4681349578256795,3.79640826644546e-05,68.0,0.021204553634780313
entrez gene/locuslink:853840,0.4729367208458261,3.6121350313272946e-05,37.0,0.00946376508330783
entrez gene/locuslink:851262,0.46515598323762225,0.0002187739564991385,33.0,0.009585846630698922
entrez gene/locuslink:851964,0.4941467436108821,0.0017222089029900736,350.0,0.052718346720945414
entrez gene/locuslink:856100,0.4562685544644896,0.00014096987014137547,16.0,0.005836407593775362
entrez gene/locuslink:851479,0.43491510666086197,7.264290540390563e-05,10.0,0.002994514022418793
entrez gene/locuslink:851195,0.44919064748201437,2.247024312562402e-05,38.0,0.012155772075170036
entrez gene/locuslink:851406,0.4713375796178344,0.00017296805754625917,113.0,0.014339668310125963
entrez gene/locuslink:855703,0.40565782349756363,6.949651970786637e-07,4.0,0.0015720623325217416
entrez gene/locuslink:852414,0.35314911918930064,6.884225610548966e-07,3.0,0.0006441617249486936
entrez gene/locuslink:856188,0.455125284738041,6.527706348271345e-05,39.0,0.013202880979569466
entrez gene/locuslink:854369,0.44979738856371004,6.201616654100707e-06,13.0,0.0042029629352810126
entrez gene/locuslink:853807,0.47496038034865296,0.00010770483210833593,27.0,0.011195109366954054
entrez gene/locuslink:852459,0.46210777889137306,6.296715474706049e-06,17.0,0.007518674375917711
entrez gene/locuslink:855254,0.45360980777962767,1.617331429774763e-05,22.0,0.0069693377225382635
entrez gene/locuslink:855951,0.462821403752606,1.0132174220425225e-05,13.0,0.005705500545175352
entrez gene/locuslink:853065,0.45159346040834775,1.033351480586649e-05,19.0,0.004972550021111397
entrez gene/locuslink:853198,0.47909839341379584,0.00016301930762236888,58.0,0.012465624211268154
entrez gene/locuslink:855898,0.4189264746994688,0.00013290438532291462,87.0,0.009056816398754206
entrez gene/locuslink:854778,0.48021150456657585,0.00016792736549352732,91.0,0.01756740604269749
entrez gene/locuslink:853688,0.46602394650909656,0.0009167038352824013,112.0,0.014117692249181094
entrez gene/locuslink:852423,0.475563313233894,0.0004091180756727664,55.0,0.013587055180507703
entrez gene/locuslink:851129,0.4159611380985427,5.55382415248283e-06,8.0,0.0027981119649081723
entrez gene/locuslink:854850,0.44818304172274565,6.778656389881127e-07,6.0,0.003460238257287824
entrez gene/locuslink:856147,0.4784100885944608,1.9892389455498567e-05,39.0,0.013892985210501575
entrez gene/locuslink:855648,0.47616777883698763,1.3649514123239125e-05,23.0,0.008691478720513079
entrez gene/locuslink:851646,0.4809050064184852,4.8133304105538726e-05,28.0,0.011610196865554617
entrez gene/locuslink:855303,0.4604393916116147,3.3714246745783134e-06,15.0,0.006591165459451813
entrez gene/locuslink:852568,0.4305415888521764,8.878042882010396e-07,8.0,0.0034527012279326787
entrez gene/locuslink:854872,0.4693446088794926,7.61342885001318e-06,26.0,0.009852179825689259
entrez gene/locuslink:854630,0.41029502361557946,2.910169564802311e-06,8.0,0.0025334043517181008
entrez gene/locuslink:855292,0.32231005000806584,0.0,1.0,9.05765749270953e-05
entrez gene/locuslink:856824,0.47480988593155893,1.8219232911003092e-05,33.0,0.013063924538511188
entrez gene/locuslink:853669,0.4606871109061563,1.6118212679749463e-05,38.0,0.012246478048343019
entrez gene/locuslink:853045,0.48268642293444997,8.873992099932635e-06,13.0,0.008934667675453327
entrez gene/locuslink:850409,0.46346555323590816,1.6662303414231223e-05,39.0,0.009461740636378025
entrez gene/locuslink:854926,0.44183989385227773,2.1622999854406806e-06,23.0,0.005295953463637542
entrez gene/locuslink:850909,0.45282163632242955,1.6078178441355084e-05,27.0,0.006915779057265053
entrez gene/locuslink:856577,0.43608584939978173,1.8161067596137944e-05,29.0,0.004542732209290634
entrez gene/locuslink:855597,0.46400371574547145,3.169236494820467e-05,20.0,0.0068044653332085545
entrez gene/locuslink:856179,0.4626427909848719,3.940189150867077e-06,7.0,0.005188461115056504
entrez gene/locuslink:856104,0.4600153491941673,1.8048061117211285e-05,8.0,0.0051373991771169695
entrez gene/locuslink:852349,0.4387030666764254,1.5727118842331274e-05,22.0,0.004192358044996273
entrez gene/locuslink:855350,0.4790601023017903,0.00033103491549307617,85.0,0.013176368284142361
entrez gene/locuslink:850822,0.412242090784044,1.7276622578239862e-05,30.0,0.005187814778644376
entrez gene/locuslink:853350,0.48276417525773196,0.0006904987390843856,145.0,0.019870229760998365
entrez gene/locuslink:851156,0.4814071158943057,3.8096622391964067e-06,19.0,0.01091690682692261
entrez gene/locuslink:856611,0.402416918429003,2.5538996545014605e-06,10.0,0.0027030589143965914
entrez gene/locuslink:852236,0.3390655051476411,1.114595555998349e-07,4.0,0.0007075482365213533
entrez gene/locuslink:851690,0.4173513438239799,6.519703904160444e-06,8.0,0.0026325475159447416
entrez gene/locuslink:853561,0.4387672937559476,1.8531300245338573e-07,4.0,0.0030948622451198856
entrez gene/locuslink:853945,0.44455981606467404,1.2094965115067155e-05,25.0,0.005771247409026616
entrez gene/locuslink:856231,0.4724148802017655,3.654891315925202e-05,51.0,0.011760231624223988
entrez gene/locuslink:854570,0.35646743978590545,2.480628601535458e-07,3.0,0.0007673150963196514
entrez gene/locuslink:852424,0.48129115143728923,0.00022097441080092014,98.0,0.02588123260579454
entrez gene/locuslink:853490,0.44993244257618975,5.347427333503865e-06,16.0,0.004792819717510741
entrez gene/locuslink:856435,0.46246431602499805,1.593429989269871e-05,29.0,0.008151394266268049
entrez gene/locuslink:853782,0.45118554761008656,3.927045235754455e-05,46.0,0.010376544235979118
entrez gene/locuslink:851168,0.4396684515513827,2.752527303219131e-05,46.0,0.010689916685212415
entrez gene/locuslink:852903,0.455125284738041,1.4222531139000076e-05,28.0,0.00550649324496319
entrez gene/locuslink:856659,0.44115698829763744,5.121341506324154e-05,58.0,0.010519498645278399
entrez gene/locuslink:854444,0.46901408450704224,5.590448268677711e-05,55.0,0.012897774849500651
entrez gene/locuslink:855739,0.43190661478599224,2.0456056030677638e-05,29.0,0.0043393165936095384
entrez gene/locuslink:856387,0.44285186553380124,0.00016335579365305935,56.0,0.00738927087885372
entrez gene/locuslink:856403,0.4700439146800502,1.646601135520388e-05,22.0,0.007847290432907054
entrez gene/locuslink:853287,0.4817940680009645,4.818981695349577e-05,40.0,0.011567925739710511
entrez gene/locuslink:856303,0.4587830080367394,2.6714960817074935e-05,29.0,0.007443306461591291
entrez gene/locuslink:856021,0.42190469486872667,1.0334543681377025e-05,23.0,0.005239199110396932
entrez gene/locuslink:850712,0.4731980737349017,0.00011609087753358777,88.0,0.01306887133629544
entrez gene/locuslink:851482,0.5196809432980752,0.009284727465355233,849.0,0.0845193004999691
entrez gene/locuslink:852785,0.4551598450907434,1.0040784954250349e-05,19.0,0.004682894058880822
entrez gene/locuslink:852079,0.4712264150943396,4.1052643205410665e-05,51.0,0.010041194432550303
entrez gene/locuslink:854142,0.4668951550085683,2.256101678407826e-05,31.0,0.007224111869475863
entrez gene/locuslink:855237,0.46587906109124827,3.380312857370915e-05,48.0,0.008561233258662095
entrez gene/locuslink:851051,0.44908968307484826,8.311682870151922e-06,30.0,0.005867696972938565
entrez gene/locuslink:855012,0.45016898235073227,0.00018923087204000586,101.0,0.011549977592389314
entrez gene/locuslink:855180,0.44337598934832456,0.0001480835727751805,76.0,0.009444565877553294
entrez gene/locuslink:851214,0.40513687056437986,1.0463641468677131e-05,26.0,0.005665745015488883
entrez gene/locuslink:851206,0.4699702054257488,2.855515012343747e-05,39.0,0.010532617153732932
entrez gene/locuslink:856085,0.4643991632447509,3.666021090798005e-05,44.0,0.009117631926403202
entrez gene/locuslink:854878,0.4497636377279208,1.2650823301464976e-05,22.0,0.004890077909909268
entrez gene/locuslink:851199,0.37,1.1341564608197713e-06,11.0,0.0021232739572495706
entrez gene/locuslink:851246,0.46271421954608616,3.453461768678593e-05,34.0,0.006873361268447945
entrez gene/locuslink:851207,0.44555117817587153,3.278120986309653e-05,38.0,0.005678010892894329
entrez gene/locuslink:854324,0.4850691915513474,0.000358764388408269,78.0,0.0163303212112205
entrez gene/locuslink:854903,0.48059653624118026,0.00020743275798350115,86.0,0.01764156478011719
entrez gene/locuslink:851238,0.4470798836428731,9.246596624531085e-07,6.0,0.003412704003623555
entrez gene/locuslink:851265,0.45491803278688525,8.279613463134351e-06,21.0,0.0058902711775390025
entrez gene/locuslink:850702,0.4523432193796695,5.377800688606672e-06,22.0,0.006184858018143478
entrez gene/locuslink:856519,0.4643272135719266,5.95421078007048e-05,49.0,0.010357671461478372
entrez gene/locuslink:852472,0.4581868215869133,2.099769656480367e-05,29.0,0.008811616464434539
entrez gene/locuslink:852080,0.45118554761008656,3.969022484251098e-06,19.0,0.0066004300235546895
entrez gene/locuslink:855965,0.46257138447291246,3.679706872634745e-05,37.0,0.008934836710145295
entrez gene/locuslink:852248,0.5400486530318047,0.03435721420102645,1136.0,0.07479040069792947
entrez gene/locuslink:850843,0.4881902589998371,0.0003367978837962768,153.0,0.03071174685642466
entrez gene/locuslink:852229,0.46667704764870754,3.701956054648758e-06,23.0,0.010047951822561322
entrez gene/locuslink:852215,0.4261642374688944,1.7089170978299107e-05,27.0,0.005282949845554207
entrez gene/locuslink:852397,0.451831750339213,1.0431679415439538e-05,17.0,0.00542555880686372
entrez gene/locuslink:852517,0.4424269264836138,1.103573301272414e-06,7.0,0.003418532635528431
entrez gene/locuslink:852526,0.47070833987749333,1.276903450358036e-05,25.0,0.008580923502361332
entrez gene/locuslink:852540,0.4701914025729526,1.4271008504877836e-06,12.0,0.007963574106187216
entrez gene/locuslink:852193,0.48366013071895425,0.0004274218315247831,93.0,0.014204923488011272
entrez gene/locuslink:852590,0.3864603481624758,1.668952002483252e-07,9.0,0.0033163644806784047
entrez gene/locuslink:855862,0.4190436241610738,5.5483609020125996e-06,41.0,0.011436352091225694
entrez gene/locuslink:855514,0.4071734257183615,8.142407076917936e-05,121.0,0.01724735939772287
entrez gene/locuslink:854317,0.4521043898023835,1.3219359897635289e-05,40.0,0.01256847888466545
entrez gene/locuslink:856822,0.4429173132343161,3.0380602986656556e-06,21.0,0.007777873048870047
entrez gene/locuslink:851788,0.47753346080305925,4.591665349051338e-05,42.0,0.011371292753355099
entrez gene/locuslink:851458,0.47252660622782816,0.0001808252195861933,68.0,0.01323853236089542
entrez gene/locuslink:851307,0.4637883008356546,6.331475756518893e-07,8.0,0.0056646231876504765
entrez gene/locuslink:851777,0.46540880503144655,6.596594097256698e-06,10.0,0.0058927920343889665
entrez gene/locuslink:852041,0.4754878629224179,1.3380559585072136e-05,16.0,0.008402452076601048
entrez gene/locuslink:856725,0.37731335767342317,1.0352278917685821e-06,12.0,0.003353575244162531
entrez gene/locuslink:853471,0.44008810572687224,1.0052049035875452e-05,21.0,0.007382137220996559
entrez gene/locuslink:850689,0.47011764705882353,6.909673861394982e-06,32.0,0.01105808063974214
entrez gene/locuslink:856365,0.467769626970501,5.527374586781038e-06,16.0,0.006120392104838422
entrez gene/locuslink:852994,0.46938136256852,2.6437689868346823e-06,10.0,0.007629068032286064
entrez gene/locuslink:853386,0.4500675777143715,2.866423639420267e-06,13.0,0.005847952032960356
entrez gene/locuslink:856402,0.45755725190839697,8.24406769655903e-05,43.0,0.007652845134515617
entrez gene/locuslink:854225,0.44751381215469616,1.6786450643462638e-05,8.0,0.003758544148631461
entrez gene/locuslink:854525,0.4766979481469699,0.00025955092222526804,122.0,0.015568044501398912
entrez gene/locuslink:856882,0.4712264150943396,4.3060190001700684e-05,43.0,0.010233628530631589
entrez gene/locuslink:855328,0.4539189700870882,2.8101597184443732e-05,33.0,0.009512931669669378
entrez gene/locuslink:855132,0.4703020792467634,0.0001779654169704828,89.0,0.014339452457335247
entrez gene/locuslink:850647,0.586784140969163,0.05790927915261049,1898.0,0.14705594246829456
entrez gene/locuslink:854943,0.40563037152331327,3.3739879904552955e-06,10.0,0.002817125450036147
entrez gene/locuslink:853798,0.4608287845006535,7.819184173180934e-06,27.0,0.008765202533275035
entrez gene/locuslink:855682,0.46047476377045404,6.411334278734219e-06,22.0,0.006308749096457065
entrez gene/locuslink:855596,0.46479528535980147,3.4545404025362525e-05,25.0,0.007112661070362842
entrez gene/locuslink:855073,0.40962208706348663,5.747137480543931e-06,21.0,0.002940287164169126
entrez gene/locuslink:852641,0.3810310851185557,5.746925348794626e-06,11.0,0.0016988985234989201
entrez gene/locuslink:851620,0.4715229704216488,5.720351849892728e-05,53.0,0.016302268252643193
entrez gene/locuslink:852746,0.4571384990848078,5.334049662100627e-06,20.0,0.006153207804406776
entrez gene/locuslink:851985,0.46901408450704224,2.7611344372176707e-05,30.0,0.008136442109629048
entrez gene/locuslink:853585,0.4723404255319149,0.00014231291018197164,71.0,0.01725594217038428
entrez gene/locuslink:855782,0.47417134720354404,0.00045835245521804894,70.0,0.01658957581603353
entrez gene/locuslink:855786,0.4239038189533239,6.915954407025365e-06,15.0,0.004355082470365944
entrez gene/locuslink:854994,0.3872093023255814,2.630363278963982e-07,5.0,0.0019807157112566726
entrez gene/locuslink:853996,0.4315645474836201,9.742609809342899e-08,4.0,0.0032545356981705676
entrez gene/locuslink:854335,0.4507783710611416,7.78131968283079e-06,15.0,0.005886308766711133
entrez gene/locuslink:854538,0.39814015277316506,2.6416899977405292e-06,7.0,0.002008712732756306
entrez gene/locuslink:851306,0.46214340786430225,0.00010743833262576005,50.0,0.008568551826767598
entrez gene/locuslink:854901,0.47338493129047543,4.885323093821192e-05,75.0,0.021568165091412763
entrez gene/locuslink:856677,0.47776183644189385,0.000134311121161584,99.0,0.023608794159878103
entrez gene/locuslink:856498,0.4591696031867627,1.4424552291128906e-05,27.0,0.007985521974015251
entrez gene/locuslink:856289,0.4820653048093936,5.454186105226792e-05,54.0,0.013178804397597258
entrez gene/locuslink:854407,0.4552981390049373,5.853525063061887e-05,48.0,0.008613305696838533
entrez gene/locuslink:850686,0.47312337201041915,4.580621239725312e-05,43.0,0.013575214187715474
entrez gene/locuslink:853777,0.4656257282684689,3.1926634529381646e-05,40.0,0.009826348685849673
entrez gene/locuslink:854390,0.4632148377125193,3.3079642767568146e-06,11.0,0.005782627600700819
entrez gene/locuslink:856027,0.46828125,9.102615157046208e-05,36.0,0.008291311697311274
entrez gene/locuslink:850633,0.5004592134925273,0.0019827062887951934,413.0,0.05738907201124692
entrez gene/locuslink:856600,0.4719313439886623,6.585126890265184e-05,62.0,0.016828427351038927
entrez gene/locuslink:850450,0.46890401314245483,8.093881356007519e-05,56.0,0.013273190100776011
entrez gene/locuslink:855449,0.482803060813532,9.655139832553798e-05,82.0,0.014644803648177773
entrez gene/locuslink:853809,0.47616777883698763,3.436264659583862e-05,49.0,0.017697361545580492
entrez gene/locuslink:851403,0.46963879965525346,9.155416556657192e-05,74.0,0.017914031414397576
entrez gene/locuslink:856103,0.4888272712444952,0.00028073906994254265,121.0,0.024038874090891504
entrez gene/locuslink:853598,0.43488355220198793,2.0147728322167745e-05,34.0,0.006522838259922255
entrez gene/locuslink:853717,0.46200092492677663,2.9090952427290058e-05,22.0,0.006422467128909809
entrez gene/locuslink:855704,0.47745738410068506,3.333926558463632e-05,47.0,0.011978325041783134
entrez gene/locuslink:856879,0.3914832473385148,3.93142075152576e-06,16.0,0.004326931939186414
entrez gene/locuslink:851158,0.4233050847457627,1.865647780178144e-05,37.0,0.007898686264437058
entrez gene/locuslink:856584,0.47230320699708456,4.687739991582633e-05,45.0,0.012814105267589644
entrez gene/locuslink:851943,0.46883066093077824,2.697006486303553e-05,37.0,0.010692615356184628
entrez gene/locuslink:855355,0.46207215541165586,3.224376994815033e-05,35.0,0.011411567880861432
entrez gene/locuslink:851013,0.48276417525773196,7.34256598216124e-05,65.0,0.017850764652910623
entrez gene/locuslink:854568,0.4560949627149597,5.318370523875253e-06,12.0,0.005022530407566486
entrez gene/locuslink:856000,0.4656619018023617,1.3019825385840103e-06,12.0,0.0076900037239988105
entrez gene/locuslink:853433,0.4868421052631579,0.00022633738314993635,88.0,0.016415672943500728
entrez gene/locuslink:850962,0.47383399209486166,7.462440417285967e-05,55.0,0.011223603640878972
entrez gene/locuslink:855634,0.3874846467127804,1.4353235622410144e-05,14.0,0.0025409861312329016
entrez gene/locuslink:852351,0.48692120227457353,0.0007480773342613205,109.0,0.01781231740481019
entrez gene/locuslink:856145,0.44942640773787207,3.1063087719424035e-07,15.0,0.008449197854882476
entrez gene/locuslink:851781,0.47567653360844375,0.000366879982725189,33.0,0.008704702255649996
entrez gene/locuslink:855044,0.4381578947368421,1.571775727335651e-05,20.0,0.004853920827199317
entrez gene/locuslink:855369,0.47420886075949364,4.7624536061571675e-05,31.0,0.008998718887486828
entrez gene/locuslink:854916,0.4720800189021029,6.624774287090129e-05,53.0,0.014113056728832167
entrez gene/locuslink:850559,0.4416771055928082,2.112658119332707e-05,16.0,0.003875616774173274
entrez gene/locuslink:852868,0.4443620728000593,8.941056854932501e-06,26.0,0.005636346518263595
entrez gene/locuslink:851802,0.4473468169266363,3.055551824875998e-05,45.0,0.008625358328618495
entrez gene/locuslink:856130,0.47624344509772765,8.12297049092166e-05,87.0,0.020424945251810107
entrez gene/locuslink:853486,0.38934719064631373,6.250925931291925e-07,10.0,0.003753396518974548
entrez gene/locuslink:852662,0.4672226985735443,2.485107083561147e-05,31.0,0.008830444829030698
entrez gene/locuslink:854256,0.47488512121692283,0.00010012236224218032,61.0,0.011805199392897335
entrez gene/locuslink:850543,0.4446917427108836,8.932668768923683e-05,78.0,0.012698251079701846
entrez gene/locuslink:852567,0.44808252971518275,9.62684746244157e-06,14.0,0.003988942589037396
entrez gene/locuslink:852327,0.4681715222994611,6.627753555413262e-05,52.0,0.010328865456025266
entrez gene/locuslink:850569,0.4756010473696739,4.851498184511559e-05,25.0,0.00860918345306644
entrez gene/locuslink:855359,0.47435897435897434,1.3348145391196976e-05,16.0,0.009487191313936995
entrez gene/locuslink:851708,0.46678607585079046,0.00011427056560913639,101.0,0.0182574401831535
entrez gene/locuslink:852519,0.4588883785025264,3.2800427946816273e-06,23.0,0.009416776805189854
entrez gene/locuslink:850501,0.4532667876588022,2.478345315001656e-06,10.0,0.004828391905779842
entrez gene/locuslink:855329,0.43799780781877967,7.682675947929353e-07,10.0,0.0040952831127013265
entrez gene/locuslink:856589,0.4660601819454164,8.520571287466157e-05,56.0,0.015959398108403463
entrez gene/locuslink:852064,0.4527190332326284,3.3324819218284445e-05,20.0,0.00548098519054571
entrez gene/locuslink:855349,0.4340018825573818,1.861203745522444e-05,26.0,0.005018115736533261
entrez gene/locuslink:852818,0.4622503277550706,1.0317884901559563e-05,26.0,0.007685558822114814
entrez gene/locuslink:856180,0.4714858805946669,1.4220199272769915e-05,17.0,0.007658099129286246
entrez gene/locuslink:856512,0.3614327062228654,2.0638188118294183e-06,12.0,0.0016993753207259364
entrez gene/locuslink:852266,0.43060344827586206,2.378188979651453e-06,14.0,0.0037810831108986563
entrez gene/locuslink:851996,0.47390891840607213,0.0008284766902833672,213.0,0.024560991822528723
entrez gene/locuslink:852447,0.47454675005937774,4.503287503059666e-06,15.0,0.008306513924707397
entrez gene/locuslink:851859,0.43463128127039374,9.851152342408619e-06,24.0,0.006177827474499064
entrez gene/locuslink:852793,0.40230887979059,4.55615816302937e-05,10.0,0.0024711701726140337
entrez gene/locuslink:854073,0.4718198992443325,0.00011638014860609392,41.0,0.011048311428442512
entrez gene/locuslink:854395,0.45623382554422287,8.46397209129462e-06,16.0,0.0063809759926464074
entrez gene/locuslink:851666,0.4551598450907434,2.001505317777195e-05,19.0,0.00465753418029872
entrez gene/locuslink:856862,0.48950592078399346,0.003098910737734725,348.0,0.03585749128354538
entrez gene/locuslink:854208,0.4713375796178344,2.35311101112869e-05,19.0,0.006950315291375052
entrez gene/locuslink:856142,0.37724211718799167,6.650525592126704e-07,9.0,0.0016435542062340916
entrez gene/locuslink:850366,0.4822204344328238,0.00012147489769316761,63.0,0.014338615734141172
entrez gene/locuslink:856076,0.4691976516634051,0.004662962574790734,462.0,0.032672591507873466
entrez gene/locuslink:854450,0.49709736274672417,0.0017133457940559631,464.0,0.06753403230975992
entrez gene/locuslink:855013,0.469307860945819,0.0006166946760565153,109.0,0.013759991170892442
entrez gene/locuslink:851250,0.4631432545201669,0.0002647290633203834,119.0,0.01245512464502811
entrez gene/locuslink:855547,0.4652281900031046,2.535195115399905e-05,89.0,0.02506681814857563
entrez gene/locuslink:851815,0.46214340786430225,4.9584433073613956e-05,74.0,0.01210154985402592
entrez gene/locuslink:853569,0.4472466796000597,8.270750645729342e-06,28.0,0.008997310112030237
entrez gene/locuslink:852799,0.34031681144609094,2.1080314050737925e-06,14.0,0.0012954928798486977
entrez gene/locuslink:855923,0.46065170611743006,4.6051995570919865e-06,10.0,0.005426208673055448
entrez gene/locuslink:853275,0.48799153301310755,0.0019892586747812706,307.0,0.02677210376820814
entrez gene/locuslink:850511,0.4654810903160674,5.902881998264698e-05,35.0,0.006813022295546969
entrez gene/locuslink:851798,0.4254382851870253,8.546421417214133e-05,72.0,0.015761833393798462
entrez gene/locuslink:856766,0.46246431602499805,2.8217160095623323e-05,41.0,0.014193315756456576
entrez gene/locuslink:855765,0.4764705882352941,6.297512564080149e-05,39.0,0.010015601347479431
entrez gene/locuslink:855937,0.4513894118533022,7.2804413071379035e-06,21.0,0.004954212364609984
entrez gene/locuslink:852129,0.41369314652495,4.689594844819234e-06,16.0,0.0028467867764534753
entrez gene/locuslink:855662,0.4370716056584512,3.499091393170425e-06,11.0,0.0038422488532787857
entrez gene/locuslink:851585,0.46711346633416456,1.0542911694201592e-05,24.0,0.006512562226119793
entrez gene/locuslink:851142,0.4652643017930606,0.0002835559423694453,130.0,0.013008881885146737
entrez gene/locuslink:856200,0.46569808095719056,3.626613354186261e-06,11.0,0.006039881953797843
entrez gene/locuslink:852380,0.4674777725783809,2.9106873927123325e-05,23.0,0.007398208386438511
entrez gene/locuslink:853183,0.4740213523131673,1.3759368581477994e-05,31.0,0.009953805915428464
entrez gene/locuslink:854758,0.4594159576914233,4.165568996517866e-05,51.0,0.01506689021650356
entrez gene/locuslink:851957,0.4742839056812787,3.858698180116454e-05,42.0,0.010727133881745322
entrez gene/locuslink:854946,0.46886733416770965,7.369958622706968e-05,55.0,0.010814268682304229
entrez gene/locuslink:853729,0.48167791706846674,6.907117915800323e-05,53.0,0.013731898370364997
entrez gene/locuslink:852736,0.43510452961672474,9.862913586024902e-06,16.0,0.00413206002718397
entrez gene/locuslink:853300,0.48040394325559027,0.00014306401533789603,71.0,0.013021660249558436
entrez gene/locuslink:850974,0.46714987140519054,1.4109208907754893e-05,19.0,0.007990146828339869
entrez gene/locuslink:855829,0.4538158691701999,2.7771781785899107e-06,12.0,0.005854260060904009
entrez gene/locuslink:855630,0.45385023093813887,3.161532466238218e-05,40.0,0.007003172138771081
entrez gene/locuslink:850676,0.47308602999210736,7.081391022571193e-05,56.0,0.013318906896533643
entrez gene/locuslink:855131,0.4601919385796545,4.163974089957893e-05,38.0,0.008531817595175965
entrez gene/locuslink:851335,0.48291975507573315,0.0003642006789949853,106.0,0.020468097077581262
entrez gene/locuslink:851418,0.4702282890091786,2.7600469744492114e-05,24.0,0.008939399199046846
entrez gene/locuslink:852135,0.42033660589060307,0.0002166026184235114,63.0,0.006778451670482878
entrez gene/locuslink:855691,0.465011636927851,1.9417252706118466e-05,40.0,0.013157696661554951
entrez gene/locuslink:853920,0.4476140691509223,0.00014648298333487525,57.0,0.00688593128229274
entrez gene/locuslink:856428,0.46461514611270444,2.563925254436749e-05,28.0,0.006687084078027078
entrez gene/locuslink:850914,0.46656807036662257,7.995696557996229e-05,88.0,0.016948905425894365
entrez gene/locuslink:856649,0.4678426475179519,4.497953339417986e-05,40.0,0.011746945136039539
entrez gene/locuslink:850685,0.4642193308550186,2.109831891489381e-05,20.0,0.006224323358133314
entrez gene/locuslink:851978,0.4467466646791384,1.7133585076916308e-05,22.0,0.006589130646670563
entrez gene/locuslink:853670,0.4749227478012836,0.000109979499980365,59.0,0.013938553315417594
entrez gene/locuslink:854356,0.4713375796178344,3.6218246133897487e-06,24.0,0.011710162028724165
entrez gene/locuslink:854192,0.47875399361022364,7.125142302802752e-05,67.0,0.01848075574060135
entrez gene/locuslink:851248,0.4247148019556437,6.518133021958064e-07,6.0,0.002485885992116604
entrez gene/locuslink:856400,0.4766979481469699,1.1030268102077232e-05,23.0,0.009432082916144443
entrez gene/locuslink:852899,0.4121853940310824,1.927412378925719e-06,7.0,0.0022987378482228417
entrez gene/locuslink:855607,0.4702282890091786,0.00011314538573461085,30.0,0.0071234599262860404
entrez gene/locuslink:855994,0.47863930368122654,2.9387559208404783e-05,34.0,0.012843422706384977
